ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,CommitteeName,CommitteeIdentificationNumber,DisclosureNameOfCommittee,AdvertisingJurisdiction,Gender,AgeBracket,CountryCode,Regions (Included),Regions (Excluded),Electoral Districts (Included),Electoral Districts (Excluded),Radius Targeting (Included),Radius Targeting (Excluded),Metros (Included),Metros (Excluded),Postal Codes (Included),Postal Codes (Excluded),Location Categories (Included),Location Categories (Excluded),Interests,OsType,Segments,Language,AdvancedDemographics,Targeting Connection Type,Targeting Carrier (ISP),CreativeProperties
c0458f84d148c585750f55c82b8e4ced360cf161bdd9351a367b6a7b920ad861,https://www.snap.com/political-ads/asset/f6391e2ad38ffa0c970ad3c861257aae9bdaa52df8e91e5a55f9078d7b25fbc1?mediaType=png,USD,78,2094,2020/10/20 05:00:00Z,2020/10/31 04:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",Democratic National Committee,Democratic National Committee,,,,,,18+,united states,,,,,latitude 43.0770915;longitude -87.8816735;radius 5.0,,,,,,,,,,Provided by Advertiser,,,,,
4b2e4c5aab70ca5792d46eb8458e368c9963057207777f9fad157263d8fe5a30,https://www.snap.com/political-ads/asset/860e0e1fbd8da90c1cbcc25cb4c843f837c7a5a0f5a4dbec104dd91d5b838824?mediaType=png,USD,7,586,2020/10/16 01:00:00Z,2020/10/19 16:29:59Z,League of Women Voters of California,US,,League of Women Voters of CA,,,,,,18-24,united states,,,,,"latitude 35.337937499999995;longitude -119.03389200000001;radius 5.0,latitude 37.335365499999995;longitude -121.8811115;radius 5.0",,,,,,,,"Advocates & Activists,Collegiates,Hip-Hop Music Fans,TV Network Viewers (ABC),TV Network Viewers (BET),TV Network Viewers (CBS),TV Network Viewers (ESPN),TV Network Viewers (FOX News Channel),TV Network Viewers (MSNBC),TV Network Viewers (NBC)",,Provided by Advertiser,"en,es",,,,
28b45d0b8ef52cfb30eb7e388e5ab0a9f3dd6a0a6268cc0976bea31c2c5873f9,https://www.snap.com/political-ads/asset/3ce6703eb40742616389eaabf1cfee12800c57c28e20520f38dc714541f60ed2?mediaType=png,USD,175,6334,2020/10/20 05:00:00Z,2020/11/01 04:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",Democratic National Committee,Democratic National Committee,,,,,,18+,united states,,,,,"latitude 42.924746;longitude -87.916831;radius 5.0,latitude 43.043502;longitude -87.921112;radius 5.0,latitude 43.019346;longitude -88.000781;radius 5.0",,,,,,,,,,Provided by Advertiser,,,,,
08465ed7630edc745f0cc5133671e9a93be4fc03ba104885e26b9b863918ea2c,https://www.snap.com/political-ads/asset/0d51671beb6e8f02b7bc101fdb75233b50ac82540d9fe7cda1693b72921a1d56?mediaType=png,USD,5,60,2020/10/26 05:00:00Z,2020/10/28 04:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",Democratic National Committee,Democratic National Committee,,,,,,18+,united states,,,,,"latitude 35.984899;longitude -114.938464;radius 5.0,latitude 35.979772;longitude -114.941762;radius 5.0",,,,,,,,,,Provided by Advertiser,,,,,
4ccffdd2c6bed48f29b4e7af488878d52158149b82ed3918b1675d8c65f5fd16,https://www.snap.com/political-ads/asset/0b73163fc246c9abc480bf2f1b3d9914455b405ff9a4fa47c388f782fec32eb7?mediaType=png,USD,14,736,2020/10/28 05:00:00Z,2020/11/03 05:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",Democratic National Committee,Democratic National Committee,,,,,,18+,united states,,,,,latitude 33.455159;longitude -111.678098;radius 5.0,,,,,,,,,,Provided by Advertiser,,,,,
2eaa19e0874e08fefd56d9539183ace26445884fe4a6ddb0a464b92e1027d55e,https://www.snap.com/political-ads/asset/6f7e9935555e09d188b88eef94d81f67f18ffee289bf3bce9bb806f170e2f6b7?mediaType=mp4,USD,101,8297,2020/09/29 04:00:00Z,2020/09/30 04:00:00Z,Realtime Media,"P.O. Box 13410,Arlington,22219,US",Donald J Trump for President,Donald J. Trump For President,,,,,,18+,united states,Minnesota,,,,,,,,,,,,,,,,,,,web_view_url:https://vote.donaldjtrump.com/?utm_medium=ad&utm_source=dp_snap&utm_campaign=20200929_na_resreg_djt_djtnonfund_ocpmyvc_cm_audience1210_creative04220_na_mn_b_18-99_snap_mob_na_lp0124_pers_aware_video_1080_2340_na&utm_content=pers
4376dbd1011e4f47a8694834bb33c43c0f10c5b50512aec494db06857811a1a9,https://www.snap.com/political-ads/asset/00088d9338e4e7c916a9910e9450f15663829cf88b4f747ec37f914f3f4bc9c8?mediaType=png,USD,218,86557,2020/11/30 08:08:44Z,2020/12/05 20:59:59Z,ANAS SA,KW,Mubarak Alarou,Mubarak Alarou,,,,,,18+,kuwait,,,,,latitude 29.299845524690895;longitude 48.00766470903585;radius 2.0,,,,,,,,,,Provided by Advertiser,,,,,
30b80c78bed96114b87a28edf8e6b92964511caf52195d06deda9cacf0608598,https://www.snap.com/political-ads/asset/ba597dc436eb968eb6a747369623c72d6d5c952c5a8133db31c0cf27cbd3a74e?mediaType=png,USD,2,16,2020/10/26 16:00:48Z,2020/10/31 02:00:48Z,Nevada State Democratic Party,US,,Nevada State Democratic Party,,,,,,18+,united states,,,,,latitude 39.541539;longitude -119.815355;radius 1.43,,,,,,,,,,Provided by Advertiser,,,,,
c16043612c3c208c61399895f5070f689549ab506f19b2dd8037499cc4a70354,https://www.snap.com/political-ads/asset/29311b9b28ec7d724b91858aec8bab88800eaaa6c0b49745b063a8a7279912b4?mediaType=png,USD,9,919,2020/11/03 11:30:07Z,2020/11/04 01:05:00Z,Friends for Katie Stuart,US,Katie Stuart,Friends for Katie Stuart,,,,,,,united states,,,,,latitude 38.792584500000004;longitude -89.998161;radius 5.0,,,,,,,,,,Provided by Advertiser,,,,,
d475cd8264cfefbdd5c5f03935a7d5acdacd18d211b03fb1480b5b9355b2761e,https://www.snap.com/political-ads/asset/deea52b4df23a01bcf985750945e570232677a735deb692eeef57f9119b60922?mediaType=mp4,USD,101,4158,2020/09/28 14:13:16Z,2020/09/30 04:00:00Z,Realtime Media,"P.O. Box 13410,Arlington,22219,US",Donald J Trump for President,Donald J. Trump For President,,,,,,18+,united states,Arizona,,,,,,,,,,,,,,,,,,,web_view_url:https://vote.donaldjtrump.com/?utm_medium=ad&utm_source=dp_snap&utm_campaign=20200928_na_resreg_djt_djtnonfund_ocpmyvc_cm_audience1210_creative04219_na_az_b_18-99_snap_mob_na_lp0124_pers_aware_video_1080_2340_na&utm_content=pers
cec4b6da88eb83d38721ab915cb9767dbd20afacc2800ba85766f5997933b18f,https://www.snap.com/political-ads/asset/6f7e9935555e09d188b88eef94d81f67f18ffee289bf3bce9bb806f170e2f6b7?mediaType=mp4,USD,80,5782,2020/09/29 04:00:00Z,2020/10/06 03:59:59Z,Realtime Media,"P.O. Box 13410,Arlington,22219,US",Donald J Trump for President,Donald J. Trump For President,,,,,,18+,united states,Ohio,,,,,,,,,,,,,,,,,,,web_view_url:https://forms.donaldjtrump.com/landing/great-american-comeback/?utm_medium=ad&utm_source=dp_snap&utm_campaign=20200928_na_resreg_djt_djtnonfund_ocpmyvc_cm_audience1210_creative04220_na_oh_b_18-99_snap_mob_moat_lp0174_pers_aware_video_1080_2340_na&utm_content=pers
8dc42daec51991a5a245e54168ed3f7bbf43aef62974944a88dcc3c16926730f,https://www.snap.com/political-ads/asset/d168454d8d1ca93a95bf3842ac3e76eea833dc7b8e3768676512c28941062cfc?mediaType=mp4,USD,1344,2288,2020/09/28 16:35:34Z,2020/09/29 04:00:00Z,Realtime Media,"P.O. Box 13410,Arlington,22219,US",Donald J Trump for President,Donald J. Trump For President,,,,,,18+,united states,Michigan,,,,,,,,,,,,,,,,,,,
3c4b752ec53fbabcdbddee6bd0f195235f453ddfd6460a6980fff86f48019ae2,https://www.snap.com/political-ads/asset/3ce6703eb40742616389eaabf1cfee12800c57c28e20520f38dc714541f60ed2?mediaType=png,USD,48,2904,2020/10/20 05:00:00Z,2020/10/31 04:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",Democratic National Committee,Democratic National Committee,,,,,,18+,united states,,,,,latitude 43.0770915;longitude -87.8816735;radius 5.0,,,,,,,,,,Provided by Advertiser,,,,,
926671726ffcdd2efa9db6eceeb8bb2372de34adcebe6bd18dd0ac3ccd3a4521,https://www.snap.com/political-ads/asset/04d4fe5b46f8919db74c4a00260402d3fd01468a517e6e67152fd01282d3f6e9?mediaType=png,USD,146,5594,2020/10/27 18:00:00Z,2020/11/04 07:59:59Z,League of Women Voters of California,US,,League of Women Voters of CA,,,,,,18-24,united states,,,,,"latitude 34.018054;longitude -118.381763;radius 30.0,latitude 33.8901;longitude -117.8256;radius 15.0",,,,,,,,"Advocates & Activists,Collegiates,Hip-Hop Music Fans,TV Network Viewers (ABC),TV Network Viewers (BET),TV Network Viewers (CBS),TV Network Viewers (ESPN),TV Network Viewers (FOX News Channel),TV Network Viewers (MSNBC),TV Network Viewers (NBC)",,Provided by Advertiser,"en,es",,,,
9a6e6d224264a7bdcc96209bbb8923f85b964e6e75d3d7892afa47e19e75775e,https://www.snap.com/political-ads/asset/23006a97cb5eba943fa7f376d041d7220408b75dead1afc1ce4e47243b9981fc?mediaType=png,USD,90,10983,2020/10/19 05:00:00Z,2020/11/01 04:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",Democratic National Committee,Democratic National Committee,,,,,,18+,united states,,,,,latitude 36.0750455;longitude -79.7725715;radius 5.0,,,,,,,,,,Provided by Advertiser,,,,,
2c8c7b311f912f58137b08fa6697ee7aa86c2d9558b0c80279c6f791115ba983,https://www.snap.com/political-ads/asset/6f7e9935555e09d188b88eef94d81f67f18ffee289bf3bce9bb806f170e2f6b7?mediaType=mp4,USD,34,1511,2020/09/29 04:00:00Z,2020/09/30 04:00:00Z,Realtime Media,"P.O. Box 13410,Arlington,22219,US",Donald J Trump for President,Donald J. Trump For President,,,,,,18+,united states,Nevada,,,,,,,,,,,,,,,,,,,web_view_url:https://vote.donaldjtrump.com/?utm_medium=ad&utm_source=dp_snap&utm_campaign=20200929_na_resreg_djt_djtnonfund_ocpmyvc_cm_audience1210_creative04220_na_nv_b_18-99_snap_mob_na_lp0124_pers_aware_video_1080_2340_na&utm_content=pers
9f59f15ee483b2425fff35d9f36885e7caa687c015f2cf819e3a27af64173bd3,https://www.snap.com/political-ads/asset/deea52b4df23a01bcf985750945e570232677a735deb692eeef57f9119b60922?mediaType=mp4,USD,513,28243,2020/09/28 14:33:32Z,2020/09/30 04:00:00Z,Realtime Media,"P.O. Box 13410,Arlington,22219,US",Donald J Trump for President,Donald J. Trump For President,,,,,,18+,united states,Minnesota,,,,,,,,,,,,,,,,,,,web_view_url:https://vote.donaldjtrump.com/?utm_medium=ad&utm_source=dp_snap&utm_campaign=20200928_na_resreg_djt_djtnonfund_ocpmyvc_cm_audience1210_creative04219_na_mn_b_18-99_snap_mob_na_lp0124_pers_aware_video_1080_2340_na&utm_content=pers
bd58e5ce4bfd5a1c3f3b534370322443d55e712359b2d43ac8b40a3370d47e08,https://www.snap.com/political-ads/asset/5f461b0be6476bd5aaefcc61cb228e3d846d4b80d67e27d600523c7799acfb09?mediaType=png,EUR,1000,280656,2020/02/28 10:00:00Z,2020/03/02 22:59:59Z,Idium 1881 AS,"Rolf Wickstrøms vei 15,Oslo,0484,NO",,Fellesforbundet,,,,,,16-22,norway,,,,,,,,,,,,,,,Provided by Advertiser,,,,,
b71729fde92cdcd2b329317637ac291495922a29208dc0c3e7a6c5cbb1dacb9b,https://www.snap.com/political-ads/asset/042963dd08a6aae66b794b0aa80512fb8419655da4740ba9237a97d9a986ba31?mediaType=png,USD,2,225,2020/10/25 17:41:23Z,2020/10/27 06:59:59Z,Rising Tide Interactive LLC,"1250 H St. NW,Washington,20005,US",Steve Bullock for Senate,Montanans for Bullock,,,,,,18+,united states,,,,,latitude 46.85427025;longitude -113.99905625;radius 1.0,,,,,,,,,,Provided by Advertiser,,,,,
ff165460907dc3b6d4319cfd6ce932126c699820969d4fc3152fff7b7cb563f8,https://www.snap.com/political-ads/asset/2fb6433a835f9694f95163a9e0b5642974136b746c20f9b86ad4836979e81402?mediaType=png,USD,155,12923,2020/10/27 18:00:00Z,2020/11/04 07:59:59Z,League of Women Voters of California,US,,League of Women Voters of CA,,,,,,18-24,united states,,,,,"latitude 32.708912;longitude -117.086002;radius 12.0,latitude 32.626314;longitude -117.092953;radius 6.0",,,,,,,,"Advocates & Activists,Collegiates,Hip-Hop Music Fans,TV Network Viewers (ABC),TV Network Viewers (BET),TV Network Viewers (CBS),TV Network Viewers (ESPN),TV Network Viewers (FOX News Channel),TV Network Viewers (MSNBC),TV Network Viewers (NBC)",,Provided by Advertiser,"en,es",,,,
99f22222b81beb016b8839f561d0698bfab53420f22be7d0692d281e42019060,https://www.snap.com/political-ads/asset/3d72664388fd0d152f5139bdce1110214813f8f6f15096e9ce99f32002526dae?mediaType=mp4,USD,113,241,2020/09/29 15:16:39Z,2020/09/30 04:00:00Z,Realtime Media,"P.O. Box 13410,Arlington,22219,US",Donald J Trump for President,Donald J. Trump For President,,,,,,18+,united states,Arizona,,,,,,,,,,,,,,,,,,,
8c76bfd152bd8075e16695aaf1bd6ff822d405a9d81c9280400ea3ad8131348e,https://www.snap.com/political-ads/asset/c05f816de2d2a7c721ffc72732debcb5cd7a983fb21723ecb08abbe0f98e696d?mediaType=png,USD,71,20299,2020/11/30 08:08:44Z,2020/12/05 20:59:59Z,ANAS SA,KW,Mubarak Alarou,Mubarak Alarou,,,,,,18+,kuwait,"Mubarak Al Kabir,Hawalli,Al Kuwayt",,,,,,,,,,,,,,Provided by Advertiser,,,,,
f3af43df3a90b76951f3a1404c25520d50783280c0a09aee076bf0e14983a460,https://www.snap.com/political-ads/asset/3ce6703eb40742616389eaabf1cfee12800c57c28e20520f38dc714541f60ed2?mediaType=png,USD,49,1484,2020/10/20 05:00:00Z,2020/10/31 04:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",Democratic National Committee,Democratic National Committee,,,,,,18+,united states,,,,,latitude 44.520626;longitude -89.580839;radius 5.0,,,,,,,,,,Provided by Advertiser,,,,,
47493b5b24d0f8de3ddfb670e1a43637f31b5f11964ab3794e4f94cd5a3d95de,https://www.snap.com/political-ads/asset/04d4fe5b46f8919db74c4a00260402d3fd01468a517e6e67152fd01282d3f6e9?mediaType=png,USD,146,7269,2020/10/27 18:00:00Z,2020/11/04 07:59:59Z,League of Women Voters of California,US,,League of Women Voters of CA,,,,,,18-24,united states,,,,,"latitude 32.708912;longitude -117.086002;radius 12.0,latitude 32.626314;longitude -117.092953;radius 6.0",,,,,,,,"Advocates & Activists,Collegiates,Hip-Hop Music Fans,TV Network Viewers (ABC),TV Network Viewers (BET),TV Network Viewers (CBS),TV Network Viewers (ESPN),TV Network Viewers (FOX News Channel),TV Network Viewers (MSNBC),TV Network Viewers (NBC)",,Provided by Advertiser,"en,es",,,,
849a064b507ed4a2fd69f17d7212bd1655e7a1067af72d22ab5eafea16a7e7dc,https://www.snap.com/political-ads/asset/f6391e2ad38ffa0c970ad3c861257aae9bdaa52df8e91e5a55f9078d7b25fbc1?mediaType=png,USD,74,3218,2020/10/20 05:00:00Z,2020/10/31 04:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",Democratic National Committee,Democratic National Committee,,,,,,18+,united states,,,,,latitude 43.071909;longitude -89.407718;radius 5.0,,,,,,,,,,Provided by Advertiser,,,,,
0e735faf789d4d9297884ee7d4a4f62bcb9e3f995b52b8f6c35992a20bb80312,https://www.snap.com/political-ads/asset/6f7e9935555e09d188b88eef94d81f67f18ffee289bf3bce9bb806f170e2f6b7?mediaType=mp4,USD,35,2614,2020/09/29 04:00:00Z,2020/10/06 03:59:59Z,Realtime Media,"P.O. Box 13410,Arlington,22219,US",Donald J Trump for President,Donald J. Trump For President,,,,,,18+,united states,Minnesota,,,,,,,,,,,,,,,,,,,web_view_url:https://forms.donaldjtrump.com/landing/great-american-comeback/?utm_medium=ad&utm_source=dp_snap&utm_campaign=20200928_na_resreg_djt_djtnonfund_ocpmyvc_cm_audience1210_creative04220_na_mn_b_18-99_snap_mob_moat_lp0174_pers_aware_video_1080_2340_na&utm_content=pers
4ead696673f763f6fa45415a58f46a7bb1bc5c04f71f119c1809901baadb85c5,https://www.snap.com/political-ads/asset/4d8b42d11aac559a1fb645908ff39aef5289ce3f0378fc0848b3cfb9ff4afe0d?mediaType=mp4,USD,2549,43703,2020/10/01 05:00:00Z,2020/10/27 04:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",Biden for President,Biden for President,,,,,,18+,,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://joebiden.com/votingquiz/
356343eb173dc098a27d1a7da1899ce99c4dfe1da1b77cc1043ad0e0bebe8042,https://www.snap.com/political-ads/asset/ccb874445a44a642f204a6a14e86f15199a28ce1884165cae3a8eab827d1413c?mediaType=png,USD,3,560,2020/10/27 18:00:00Z,2020/11/04 07:59:59Z,League of Women Voters of California,US,,League of Women Voters of CA,,,,,,18-24,united states,,,,,latitude 35.368712;longitude -118.989788;radius 15.0,,,,,,,,"Advocates & Activists,Collegiates,Hip-Hop Music Fans,TV Network Viewers (ABC),TV Network Viewers (BET),TV Network Viewers (CBS),TV Network Viewers (ESPN),TV Network Viewers (FOX News Channel),TV Network Viewers (MSNBC),TV Network Viewers (NBC)",,Provided by Advertiser,"en,es",,,,
f035069c95dded1189edd0b5aa6f4d2bb19ffae26636ab7813bd2289a3a15225,https://www.snap.com/political-ads/asset/4d8b42d11aac559a1fb645908ff39aef5289ce3f0378fc0848b3cfb9ff4afe0d?mediaType=mp4,USD,5251,67620,2020/10/01 05:00:00Z,2020/10/27 04:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",Biden for President,Biden for President,,,,,,18-34,united states,Nevada,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://joebiden.com/votingquiz/
655326202c05f43d4dc737554e63829c281eb9ab6f362358c4b107f6e4ade647,https://www.snap.com/political-ads/asset/19c03b3d6ecb7d822efd68ef6e98134a3661bead1526a4555e0900bc114ae556?mediaType=png,USD,18,2190,2020/10/28 02:01:23Z,2020/11/04 03:59:59Z,Rising Tide Interactive LLC,"1250 H St. NW,Washington,20005,US",Steve Bullock for Senate,Montanans for Bullock,,,,,,18+,united states,,,,,latitude 45.668667;longitude -111.0497855;radius 0.86,,,,,,,,,,Provided by Advertiser,,,,,
2240568d13efb353dc0cd027eabc642085aa05a68d3dc79b688d8b7cee4dd135,https://www.snap.com/political-ads/asset/deea52b4df23a01bcf985750945e570232677a735deb692eeef57f9119b60922?mediaType=mp4,USD,512,25054,2020/09/28 14:35:26Z,2020/09/30 04:00:00Z,Realtime Media,"P.O. Box 13410,Arlington,22219,US",Donald J Trump for President,Donald J. Trump For President,,,,,,18+,united states,North Carolina,,,,,,,,,,,,,,,,,,,web_view_url:https://vote.donaldjtrump.com/?utm_medium=ad&utm_source=dp_snap&utm_campaign=20200928_na_resreg_djt_djtnonfund_ocpmyvc_cm_audience1210_creative04219_na_nc_b_18-99_snap_mob_na_lp0124_pers_aware_video_1080_2340_na&utm_content=pers
